學校代碼,公私立,學校體制,學校名稱,領域代碼,領域名稱,學門代碼,學門名稱,學類代碼,學類名稱,科系代碼,科系名稱,電話,電話分機,傳真,電子郵件,網址
22,公立(含市立),技職校院,國立臺灣科技大學,1,教育領域,14,教育學門,1408,教育科技學類,140812,數位學習與教育研究所,02-2730-1042,無,02-2737-6433,meiling0922@mail.ntust.edu.tw,www.gidle.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220303,應用外語系,02-2733-3141,7581,02-2730-1112,afl@mail.ntust.edu.tw,www.afl.ntust.edu.tw/main.php
22,公立(含市立),技職校院,國立臺灣科技大學,2,人文及藝術領域,23,設計學門,2303,產品設計學類,230301,工商業設計系,02-2733-3141,6302,02-2737-6303,dtoffice@mail.ntust.edu.tw,www.dt.ntust.edu.tw/
22,公立(含市立),技職校院,國立臺灣科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理系,02-2733-3141,6727,02-2737-6744,ba410@ba.ntust.edu.tw,www.ba.ntust.edu.tw/
22,公立(含市立),技職校院,國立臺灣科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340306,管理研究所,02-2730-1005,無,02-2737-6360,joy@mail.ntust.edu.tw,http://gm.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340306,管理學士班,02-2730-3255,無,02-2737-6360,kellyke@mail.ntust.edu.tw,http://www.management.ntust.edu.tw/files/11-1011-27-1.php?Lang=zh-tw
22,公立(含市立),技職校院,國立臺灣科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340501,財務金融研究所,02-2730-1095,無,02-2730-3614,fn1095@mail.ntust.edu.tw,www.fn.ntust.edu.tw/
22,公立(含市立),技職校院,國立臺灣科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349901,科技管理研究所,02-2733-3141,6967,02-2730-3701,yinn@mail.ntust.edu.tw,www.tm.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349906,工業管理系,02-2737-6341,無,02-2737-6344,office@mail.ntust.edu.tw,www.im.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349999,MBA,02-2730-3255,無,02-2737-6360,kellyke@mail.ntust.edu.tw,http://mba.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,3,社會科學、商業及法律領域,38,法律學門,3802,專業法律學類,380213,專利研究所,02-2737-6747,無,02-2730-3712,paoffice@mail.ntust.edu.tw,patent.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,4,科學領域,44,自然科學學門,4499,其他自然科學學類,449902,應用科技研究所,02-2730-3609,無,02-2730-3733,enoffice@mail.ntust.edu.tw,www.gsas.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,4,科學領域,44,自然科學學門,4499,其他自然科學學類,449902,應用科技學士學位學程,02-2730-3609,無,02-2730-3733,enoffice@mail.ntust.edu.tw,http://www.ast.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理系,02-2737-6764,無,02-2737-6777,office6764@cs.ntust.edu.tw,www.cs.ntust.edu.tw/
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520101,電機工程系,02-2737-6685,無,02-2737-6699,tu@ee.ntust.edu.tw,www.ee.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520103,電子工程系,02-2737-6393,無,02-2737-6424,etoffice@mail.ntust.edu.tw,ece.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520106,光電工程研究所,02-2730-1044,無,02-2737-6424,etoffice@mail.ntust.edu.tw,www.eoe.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程系,02-2730-1080,無,02-2730-1081,csie@mail.ntust.edu.tw,www.csie.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520122,電資學士班,02-2737-6427,無,02-2737-6428,cece@mail.ntust.edu.tw,www.ceecs.ntust.edu.tw/files/11-1008-153.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520172,色彩與照明科技研所,02-2730-3770,無,02-2730-3733,cioffice@mail.ntust.edu.tw,http://color.ntust.edu.tw/
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程系,02-2737-6464,無,02-2737-6460,meoffice@mail.ntust.edu.tw,new.me.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520222,自動化及控制研究所,02-2730-1029,無,02-2730-1265,acoffice@mail.ntust.edu.tw,www.gsac.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520311,營建工程系,02-2737-6565,無,02-2737-6606,ctoffice@mail.ntust.edu.tw,www.ct.ntust.edu.tw/ct/
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5204,化學工程學類,520401,化學工程系,02-2737-6611,無,02-2737-6644,chem@mail.ntust.edu.tw,ch2.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5205,材料工程學類,520502,材料科學與工程系,02-2737-6516,無,02-2737-6544,mse@mail.ntust.edu.tw,mse.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5213,綜合工程學類,521307,醫學工程研究所,02-2733-3141,3216,02-2730-3733,beoffice@mail.ntust.edu.tw,www.be.ntust.edu.tw/home.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5213,綜合工程學類,521326,高階科技研發碩士學位學程,02-2733-3141,6545,02-2737-6429,ceoffice@mail.ntust.edu.tw,www.ce.ntust.edu.tw/files/11-1006-5196.php?Lang=zh-tw
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,52,工程學門,5299,其他工程學類,529998,工程學士班,02-2737-6545,無,02-2730-3640,ceoffice@mail.ntust.edu.tw,www.ce.ntust.edu.tw/files/11-1006-144.php
22,公立(含市立),技職校院,國立臺灣科技大學,5,工程、製造及營造領域,58,建築及都市規劃學門,5801,建築學類,580101,建築系,02-2730-1090,無,02-2737-6721,adoffice@mail.ntust.edu.tw,www.ad.ntust.edu.tw/
22,公立(含市立),技職校院,國立臺灣科技大學,9,其他,99,其他,9901,其他不能歸類之各學類,990199,不分系學士班,02-2737-6741,無,02-2730-3733,choffice@mail.ntust.edu.tw,jc.ntust.edu.tw/home.php
23,公立(含市立),技職校院,國立雲林科技大學,1,教育領域,14,教育學門,1401,綜合教育學類,140113,技術及職業教育研究所,05-534-2601,3031,05-531-2045,ght@yuntech.edu.tw,www.tve.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,21,藝術學門,2110,藝術行政學類,211005,文化資產維護系,05-534-2601,3601,05-531-2033,gha@yuntech.edu.tw,culture.yuntech.edu.tw/chc/
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,22,人文學門,2202,中國語文學類,220215,漢學應用研究所,05-534-2601,3402,05-531-2182,ghc@yuntech.edu.tw,www.ghc.yuntech.edu.tw/TC/index.php
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220303,應用外語系,05-534-2601,3201,05-531-2036,uhe@yuntech.edu.tw,www.dafl.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,23,設計學門,2301,綜合設計學類,230106,設計學研究所,05-534-2601,6041,05-531-2234,gdx@yuntech.edu.tw,ddp.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,23,設計學門,2301,綜合設計學類,230108,創意生活設計系,05-534-2601,6401,05-531-2193,udo@yuntech.edu.tw,www.cd.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,23,設計學門,2302,視覺傳達設計學類,230201,視覺傳達設計系,05-534-2601,6201,05-531-2083,udc@yuntech.edu.tw,www.vc.yuntech.edu.tw
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,23,設計學門,2302,視覺傳達設計學類,230203,數位媒體設計系,05-534-2601,6501,05-531-2169,gdp@yuntech.edu.tw,www.gcd.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,23,設計學門,2303,產品設計學類,230303,工業設計系,05-534-2601,6103,05-531-2080,linmh@yuntech.edu.tw,www.id.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,2,人文及藝術領域,23,設計學門,2304,空間設計學類,230404,建築與室內設計系,05-534-2601,6302,05-531-2087,uds@yuntech.edu.tw,aid.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3402,會計學類,340201,會計系,05-534-2601,5500,05-534-5430,uma@yuntech.edu.tw,www.uma.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理系,05-534-2601,5204,05-531-2074,mba@yuntech.edu.tw,www.mba.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340310,國際管理學士學位學程,05-534-2601,5011,05-531-2075,ipm@yuntech.edu.tw,www.ipm.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340326,創業管理碩士學位學程,05-534-2601,5204,05-531-2074,mba@yuntech.edu.tw,www.mba.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340501,財務金融系,05-534-2601,5401,05-531-2079,umf@yuntech.edu.tw,www.umf.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,3,社會科學、商業及法律領域,38,法律學門,3802,專業法律學類,380203,科技法律研究所,05-534-2601,3601,05-531-2179,ghw@yuntech.edu.tw,ghw.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理系,05-534-2601,5304,05-531-2077,chuangyl@yuntech.edu.tw,www.mis.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520101,電機工程系,05-534-2601,4202,05-531-2065,uee@yuntech.edu.tw,www.ee.yuntech.edu.tw/new_ee_web/Default.aspx
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520103,電子工程系,05-534-2601,4301,05-531-2063,uel@yuntech.edu.tw,doee.el.yuntech.edu.tw/eeyuntech/index.php/zh/
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程系,05-534-2601,4501,05-531-2170,uef@yuntech.edu.tw,www.csie.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程系,05-534-2601,4101,05-531-2062,uem@yuntech.edu.tw,www.me.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520311,營建工程系,05-534-2601,4701,05-531-2049,ueb@yuntech.edu.tw,www.ce.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5204,化學工程學類,520403,化學工程與材料工程系,05-534-2601,4601,05-531-2071,choucf@yuntech.edu.tw,www.che.yuntech.edu.tw
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5205,材料工程學類,520503,材料科技研究所,05-534-2601,3651,05-531-2194,ghm@yuntech.edu.tw,www.ims.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5206,工業工程學類,520601,工業工程與管理系,05-534-2601,5102,05-531-2073,iem@yuntech.edu.tw,www.iem.yuntech.edu.tw/home/index.php
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5209,環境工程學類,520905,環境與安全衛生工程系,05-534-2601,4401,05-531-2069,reneelin@yuntech.edu.tw,ues.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5213,綜合工程學類,521301,工程科技研究所,05-534-2601,4010,05-531-2042,gex@yuntech.edu.tw,http://www.etg.yuntech.edu.tw/
23,公立(含市立),技職校院,國立雲林科技大學,5,工程、製造及營造領域,52,工程學門,5213,綜合工程學類,521301,工程科技菁英班,05-534-2601,4008,05-531-2042,tasiyt@yuntech.edu.tw,http://www.cen.yuntech.edu.tw/a01.php?id=6
23,公立(含市立),技職校院,國立雲林科技大學,8,服務領域,81,民生學門,8105,運動休閒及休閒管理學類,810503,休閒運動研究所,05-534-2601,2716,05-531-2183,ghl@yuntech.edu.tw,www.ghl.yuntech.edu.tw/
24,公立(含市立),技職校院,國立屏東科技大學,1,教育領域,14,教育學門,1401,綜合教育學類,140113,技術及職業教育研究所,08-770-3202,7641,08-774-0396,jsl@mail.npust.edu.tw,givte.npust.edu.tw/
24,公立(含市立),技職校院,國立屏東科技大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220303,應用外語系,08-770-3202,7752,08-774-0361,pattyc@npust.edu.tw,dml.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,2,人文及藝術領域,23,設計學門,2301,綜合設計學類,230104,時尚設計與管理系,08-770-3202,7111,08-774-0146,doa@mail.npust.edu.tw,fdm.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,3,社會科學、商業及法律領域,31,社會及行為科學學門,3107,區域研究學類,310722,客家文化產業研究所,08-770-3202,7961,08-774-0339,hakka@mail.npust.edu.tw,hakka.npust.edu.tw/bin/home.php?Lang=zh-tw
24,公立(含市立),技職校院,國立屏東科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理系,08-770-3202,7680,08-774-0367,ba@mail.npust.edu.tw,ba.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340501,財務金融研究所,08-770-3202,7829,08-774-0539,fin@mail.npust.edu.tw,finance.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340501,財務金融國際學士學位學程,08-770-3202,7829,08-774-0539,fin@mail.npust.edu.tw,ibf.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349901,科技管理研究所,08-770-3202,7940,08-774-0556,mit@mail.npust.edu.tw,mit.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349906,工業管理系,08-770-3202,7660,08-774-0321,im@mail.npust.edu.tw,www.im.npust.edu.tw/npustim/
24,公立(含市立),技職校院,國立屏東科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349939,高階經營管理碩士在職專班,08-770-3202,"793,479,357,936",08-774-0442,mgnt@mail.npust.edu.tw,emba.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,4,科學領域,42,生命科學學門,4202,生態學類,420203,野生動物保育研究所,08-774-0527,無,08-774-0417,wildlife@mail.npust.edu.tw,wildmic.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,4,科學領域,42,生命科學學門,4203,生物科技學類,420302,生物科技系,08-770-3202,5183,08-774-0550,biotech@npust.edu.tw,biotech.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,4,科學領域,42,生命科學學門,4203,生物科技學類,420307,農學院生物資源博士班,08-770-3202,8315,08-774-0560,linshuchin@mail.npust.edu.tw,giob.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理系,08-770-3202,"79,027,903",08-774-0306,mis@mail.npust.edu.tw,mis.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程系,08-770-3202,"70,107,001",08-774-0142,mecheng@mail.npust.edu.tw,me.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520202,車輛工程系,08-770-3202,7455,08-774-0398,vehicle@mail.npust.edu.tw,www.vehicle.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520239,生物機電工程系,08-770-3202,"75,847,578",08-774-0420,biomework@mail.npust.edu.tw,biome.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520301,土木工程系,08-770-3202,"71,807,181",08-774-0122,shkuo@mail.npust.edu.tw,ce.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520326,土壤與水工程國際碩士學位學程,08-770-3202,6391,08-774-0460,wangym@mail.npust.edu.tw,impswe.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520329,環境資源與防災學位學程,08-770-3202,7180,08-774-0122,wangym@npust.edu.tw,erdp.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,52,工程學門,5205,材料工程學類,520501,材料工程研究所,08-770-3202,7550,08-774-0552,materials@mail.npust.edu.tw,mse.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,52,工程學門,5209,環境工程學類,520903,環境工程與科學系,08-770-3202,"709,970,837,072",08-774-0256,hjchen@mail.npust.edu.tw,ese.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,5,工程、製造及營造領域,58,建築及都市規劃學門,5802,景觀設計學類,580204,景觀暨遊憩管理研究所,08-770-3202,6261,08-774-0139,larm@mail.npust.edu.tw,larm.npust.edu.tw/bin/home.php?Lang=zh-tw
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6201,一般農業學類,620103,農園生產系,08-770-3202,"63,256,240",08-774-0415,chia6241@mail.npust.edu.tw,plant.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6201,一般農業學類,620105,熱帶農業暨國際合作系,08-770-3202,6421,08-774-0446,itaic@mail.npust.edu.tw,dtaic.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6202,畜牧學類,620201,動物科學與畜產系,08-770-3202,"61,896,385",08-774-0148,aps@mail.npust.edu.tw,ansc.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6204,植物保護學類,620404,植物醫學系,08-770-3202,6161,08-774-0293,tzeng@mail.npust.edu.tw,pm.npust.edu.tw/bin/home.php?Lang=zh-tw
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6205,農業經濟及推廣學類,620504,農企業管理系,08-774-0201,無,08-774-0190,abm@mail.npust.edu.tw,abm.npust.edu.tw/index.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6205,農業經濟及推廣學類,620504,農企業管理國際碩士學位學程,08-770-3202,6444,08-770-3202轉6444,iabm@mail.npust.edu.tw,iabm.npust.edu.tw/bin/home.php?Lang=zh-tw
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6206,食品科學類,620601,食品科學系,08-770-3202,7041,08-774-0378,fose@mail.npust.edu.tw,fswww.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6206,食品科學類,620601,食品科學國際碩士學位學程,08-774-0222,無,08-774-0173,imafs@mail.npust.edu.tw,imafs.npust.edu.tw/
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6206,食品科學類,620620,食品生技碩士學位學程在職專班,08-770-3202,5196,#NAME?,tchuang@mail.npust.edu.tw,emfb.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6207,水土保持學類,620701,水土保持系,08-770-3202,7384,08-774-0140,melody@mail.npust.edu.tw,swc.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6210,林業學類,621001,森林系,08-770-3202,7140,08-774-0134,mark@mail.npust.edu.tw,forestry.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6210,林業學類,621005,木材科學與設計系,08-770-3202,7131,08-774-0132,wood@mail.npust.edu.tw,wsd.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6211,漁業學類,621104,水產養殖系,08-770-3202,6230,08-774-0401,aqua@mail.npust.edu.tw,aqua.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,62,農業科學學門,6211,漁業學類,621110,觀賞魚科技國際學位專班,08-770-3202,6390,08-774-0290,iofst@mail.npust.edu.tw,of.npust.edu.tw/files/13-1167-26675.php?Lang=zh-tw
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,64,獸醫學門,6401,獸醫學類,640101,獸醫學系,08-770-3202,5051,08-774-0178,vm@mail.npust.edu.tw,vm.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,64,獸醫學門,6401,獸醫學類,640105,動物疫苗科技研究所,08-770-3202,5052,08-774-0439,avt@mail.npust.edu.tw,giavt.npust.edu.tw/bin/home.php?Lang=zh-tw
24,公立(含市立),技職校院,國立屏東科技大學,6,農學領域,64,獸醫學門,6401,獸醫學類,640112,動物用疫苗國際學位專班,08-770-3202,5052,08-774-0439,avt@mail.npust.edu.tw,iavt.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,7,醫藥衛生及社福領域,76,社會服務學門,7603,社會工作學類,760301,社會工作系,08-770-3202,7725,08-774-0493,mhlin@mail.npust.edu.tw,sw.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,7,醫藥衛生及社福領域,76,社會服務學門,7604,兒童保育學類,760401,幼兒保育系,08-770-3202,7300,08-774-0331,babychild@mail.npust.edu.tw,dcc.npust.edu.tw/bin/home.php
24,公立(含市立),技職校院,國立屏東科技大學,8,服務領域,81,民生學門,8101,餐旅服務學類,810102,餐旅管理系,08-770-3202,7499,08-774-0503,hrm@mail.npust.edu.tw,hrm.npust.edu.tw/bin/home.php?Lang=zh-tw
24,公立(含市立),技職校院,國立屏東科技大學,8,服務領域,81,民生學門,8105,運動休閒及休閒管理學類,810533,休閒運動健康系,08-770-3202,6496,08-774-0536,rshp@mail.npust.edu.tw,rshp.npust.edu.tw/
25,公立(含市立),技職校院,國立臺北科技大學,1,教育領域,14,教育學門,1401,綜合教育學類,140113,技術及職業教育研究所,02-2771-2171,"40,004,004",02-2781-2897,wwwved@ntut.edu.tw,www.tve.ntut.edu.tw
25,公立(含市立),技職校院,國立臺北科技大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220311,應用英語(文)系,02-2771-2171,3900,02-2776-5084,f11114@ntut.edu.tw,http://www.eng.ntut.edu.tw/
25,公立(含市立),技職校院,國立臺北科技大學,2,人文及藝術領域,23,設計學門,2301,綜合設計學類,230106,設計學院設計博士班,02-2771-2171,4562,02-2776-5102,yichun@ntut.edu.tw,http://www.dc.ntut.edu.tw/bin/home.php
25,公立(含市立),技職校院,國立臺北科技大學,2,人文及藝術領域,23,設計學門,2302,視覺傳達設計學類,230213,互動設計系,02-2771-2171,8903,02-8773-2913,kellylai@mail.ntut.edu.tw,www.imd.ntut.edu.tw/bin/home.php
25,公立(含市立),技職校院,國立臺北科技大學,2,人文及藝術領域,23,設計學門,2303,產品設計學類,230303,工業設計系,02-2771-2171,2800,02-2731-7183,wwwid@ntut.edu.tw,www.id.ntut.edu.tw/bin/home.php
25,公立(含市立),技職校院,國立臺北科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340303,經營管理系,02-2771-2171,3400,02-2776-3964,jftsai@ntut.edu.tw,www.bm.ntut.edu.tw/bin/home.php
25,公立(含市立),技職校院,國立臺北科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340303,管理學院經營管理EMBA專班,02-2771-2171,4554,02-8772-6875,bmemba2013@gmail.com,emba.ntut.edu.tw
25,公立(含市立),技職校院,國立臺北科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340306,管理學院管理博士班,02-2771-2171,4540,02-2776-3996,s90370306@ms92.url.com.tw,www.iibm.ntut.edu.tw/bin/home.php
25,公立(含市立),技職校院,國立臺北科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340511,資訊與財金管理系,02-2771-2171,5900,02-8772-6946,ylniu@ntut.edu.tw,www.ifm.ntut.edu.tw
25,公立(含市立),技職校院,國立臺北科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340511,管理學院資訊與財金管理EMBA專班,02-2771-2171,4556,02-8772-6875,iememba@ntut.edu.tw,emba.ntut.edu.tw
25,公立(含市立),技職校院,國立臺北科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349930,文化事業發展系,02-2771-2171,5603,02-8773-0872,babybear@ntut.edu.tw,www.cvd.ntut.edu.tw/bin/home.php
25,公立(含市立),技職校院,國立臺北科技大學,3,社會科學、商業及法律領域,38,法律學門,3802,專業法律學類,380210,智慧財產權研究所,02-2771-2171,5702,02-2711-4809,chiahsin@ntut.edu.tw,www.iip.ntut.edu.tw/bin/home.php
25,公立(含市立),技職校院,國立臺北科技大學,4,科學領域,42,生命科學學門,4203,生物科技學類,420302,設計學院不分系,02-2771-2171,4562,02-2776-5102,yichun@ntut.edu.tw,http://www.dc.ntut.edu.tw/bin/home.php
